Date;Main Camp;Sialang;Buring;Serindit;Lestari;Ramin
6/29/21;21;20;20;20;18;20
6/30/21;21;20;20;20;18;20
7/1/21;20;20;20;19;18;20
7/2/21;20;20;20;19;18;20
7/3/21;20;20;20;19;18;20
7/4/21;20;20;20;19;18;20
7/5/21;20;20;20;19;18;20
7/6/21;20;20;20;19;18;20
7/7/21;20;20;20;19;18;20
7/8/21;20;20;20;19;18;20
7/9/21;20;20;20;19;18;20
7/10/21;20;20;20;19;18;20
7/11/21;20;20;20;19;18;20
7/12/21;20;20;20;19;18;20
7/13/21;20;20;20;19;18;20
7/14/21;20;20;20;19;18;20
7/15/21;20;20;20;19;18;20
7/16/21;20;20;20;19;18;20
7/17/21;20;20;20;19;18;20
7/18/21;20;20;20;19;18;20
7/19/21;20;20;20;19;18;20
7/20/21;20;20;20;19;18;20
7/21/21;20;20;20;19;18;20
7/22/21;20;20;20;19;18;20
7/23/21;20;20;20;19;18;20
7/24/21;20;20;20;19;18;20
7/25/21;20;20;20;19;18;20
7/26/21;20;20;20;19;18;20
7/27/21;20;20;20;19;18;20
7/28/21;20;20;20;19;18;20
7/29/21;20;20;20;19;18;20
7/30/21;20;20;20;19;18;20
7/31/21;20;20;20;19;18;20
8/1/21;20;20;20;20;17;20
8/2/21;20;20;20;20;17;20
8/3/21;20;20;20;20;17;20
8/4/21;20;20;20;20;17;20
8/5/21;20;20;20;20;17;20
8/6/21;20;20;20;20;17;20
8/7/21;20;20;20;20;17;20
8/8/21;20;20;20;20;17;20
8/9/21;20;20;20;20;17;20
8/10/21;20;20;20;20;17;20
8/11/21;20;20;20;20;17;20
8/12/21;20;20;20;20;17;20
8/13/21;20;20;20;20;17;20
8/14/21;20;20;20;20;17;20
8/15/21;20;20;20;20;17;20
8/16/21;20;20;20;20;17;20
8/17/21;20;20;20;20;17;20
8/18/21;20;20;20;20;17;20
8/19/21;20;20;20;20;17;20
8/20/21;20;20;20;20;17;20
8/21/21;20;20;20;20;17;20
8/22/21;20;20;20;20;17;20
8/23/21;20;20;20;20;17;20
8/24/21;20;20;20;20;17;20
8/25/21;20;20;20;20;17;20
8/26/21;20;20;20;20;17;20
8/27/21;20;20;20;20;17;20
8/28/21;20;20;20;20;17;20
8/29/21;20;20;20;20;17;20
8/30/21;20;20;20;20;17;20
8/31/21;20;20;20;20;17;20
9/1/21;21;20;20;20;17;20
9/2/21;21;20;20;20;17;20
9/3/21;21;20;20;20;17;20
9/4/21;21;20;20;20;17;20
9/5/21;21;20;20;20;17;20
9/6/21;21;20;20;20;17;20
9/7/21;21;20;20;20;17;20
9/8/21;21;20;20;20;17;20
9/9/21;21;20;20;20;17;20
9/10/21;21;20;20;20;17;20
9/11/21;21;20;20;20;17;20
9/12/21;21;20;20;20;17;20
9/13/21;21;20;20;20;17;20
9/14/21;21;20;20;20;17;20
9/15/21;21;20;20;20;17;20
9/16/21;21;20;20;20;17;20
9/17/21;21;20;20;20;17;20
9/18/21;21;20;20;20;17;20
9/19/21;21;20;20;20;17;20
9/20/21;21;20;20;20;17;20
9/21/21;21;20;20;20;17;20
9/22/21;21;20;20;20;17;20
9/23/21;21;20;20;20;17;20
9/24/21;21;20;20;20;17;20
9/25/21;21;20;20;20;17;20
9/26/21;21;20;20;20;17;20
9/27/21;21;20;20;20;17;20
9/28/21;21;20;20;20;17;20
9/29/21;21;20;20;20;17;20
9/30/21;21;20;20;20;17;20
10/1/21;21;22;20;20;18;20
10/2/21;21;22;20;20;18;20
10/3/21;21;22;20;20;18;20
10/4/21;21;22;20;20;18;20
10/5/21;21;22;20;20;18;20
10/6/21;21;22;20;20;18;20
10/7/21;21;22;20;20;18;20
10/8/21;21;22;20;20;18;20
10/9/21;21;22;20;20;18;20
10/10/21;21;22;20;20;18;20
10/11/21;21;22;20;20;18;20
10/12/21;21;22;20;20;18;20
10/13/21;21;22;20;20;18;20
10/14/21;21;22;20;20;18;20
10/15/21;21;22;20;20;18;20
10/16/21;21;22;20;20;18;20
10/17/21;21;22;20;20;18;20
10/18/21;21;22;20;20;18;20
10/19/21;21;22;20;20;18;20
10/20/21;21;22;20;20;18;20
10/21/21;21;22;20;20;18;20
10/22/21;21;22;20;20;18;20
10/23/21;21;22;20;20;18;20
10/24/21;21;22;20;20;18;20
10/25/21;21;22;20;20;18;20
10/26/21;21;22;20;20;18;20
10/27/21;21;22;20;20;18;20
10/28/21;21;22;20;20;18;20
10/29/21;21;22;20;20;18;20
10/30/21;21;22;20;20;18;20
10/31/21;21;22;20;20;18;20
11/1/21;21;22;20;20;17;20
11/2/21;21;22;20;20;17;20
11/3/21;21;22;20;20;17;20
11/4/21;21;22;20;20;17;20
11/5/21;21;22;20;20;17;20
11/6/21;21;22;20;20;17;20
11/7/21;21;22;20;20;17;20
11/8/21;21;22;20;20;17;20
11/9/21;21;22;20;20;17;20
11/10/21;21;22;20;20;17;20
11/11/21;21;22;20;20;17;20
11/12/21;21;22;20;20;17;20
11/13/21;21;22;20;20;17;20
11/14/21;21;22;20;20;17;20
11/15/21;21;22;20;20;17;20
11/16/21;21;22;20;20;17;20
11/17/21;21;22;20;20;17;20
11/18/21;21;22;20;20;17;20
11/19/21;21;22;20;20;17;20
11/20/21;21;22;20;20;17;20
11/21/21;21;22;20;20;17;20
11/22/21;21;22;20;20;17;20
11/23/21;21;22;20;20;17;20
11/24/21;21;22;20;20;17;20
11/25/21;21;22;20;20;17;20
11/26/21;21;22;20;20;17;20
11/27/21;21;22;20;20;17;20
11/28/21;21;22;20;20;17;20
11/29/21;21;22;20;20;17;20
11/30/21;21;22;20;20;17;20
12/1/21;23;22;21;21;18;18
12/2/21;23;22;21;21;18;18
12/3/21;23;22;21;21;18;18
12/4/21;23;22;21;21;18;18
12/5/21;23;22;21;21;18;18
12/6/21;23;22;21;21;18;18
12/7/21;23;22;21;21;18;18
12/8/21;23;22;21;21;18;18
12/9/21;23;22;21;21;18;18
12/10/21;23;22;21;21;18;18
12/11/21;23;22;21;21;18;18
12/12/21;23;22;21;21;18;18
12/13/21;23;22;21;21;18;18
12/14/21;23;22;21;21;18;18
12/15/21;23;22;21;21;18;18
12/16/21;23;22;21;21;18;18
12/17/21;23;22;21;21;18;18
12/18/21;23;22;21;21;18;18
12/19/21;23;22;21;21;18;18
12/20/21;23;22;21;21;18;18
12/21/21;23;22;21;21;18;18
12/22/21;23;22;21;21;18;18
12/23/21;23;22;21;21;18;18
12/24/21;23;22;21;21;18;18
12/25/21;23;22;21;21;18;18
12/26/21;23;22;21;21;18;18
12/27/21;23;22;21;21;18;18
12/28/21;23;22;21;21;18;18
12/29/21;23;22;21;21;18;18
12/30/21;23;22;21;21;18;18
12/31/21;23;22;21;21;18;18
